Dataset Name,Algorithm Name,Cross Validation [1 - 10],Hyper-Parameters Values,Accuracy,TPR,FPR, Precision,AUC,PR-Curve,Training Time,Inference Time
statlog-image, XGBoost, 7, n_trees: 20 | M: 10 | , 0.99, 0.99, 0.00, 0.99, 1.00, 1.00, 8.06, 0.04
statlog-image, BROOF, 8, n_trees: 5 | M: 10 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 13.30, 0.04
statlog-image, XGBoost, 8, n_trees: 5 | M: 10 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 8.01, 0.01
statlog-image, BROOF, 9, n_trees: 15 | M: 2 | , 0.99, 0.99, 0.00, 0.99, 1.00, 1.00, 13.44, 0.00
statlog-image, XGBoost, 9, n_trees: 15 | M: 2 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 8.03, 0.01
statlog-image, BROOF, 10, n_trees: 10 | M: 2 | , 0.96, 0.96, 0.01, 0.96, 1.00, 1.00, 13.82, 0.00
statlog-image, XGBoost, 10, n_trees: 10 | M: 2 | , 0.97, 0.97, 0.01, 0.97, 1.00, 1.00, 7.97, 0.03
statlog-vehicle, BROOF, 1, n_trees: 5 | M: 10 | , 0.74, 0.75, 0.09, 0.73, 0.93, 1.00, 7.03, 0.02
statlog-vehicle, XGBoost, 1, n_trees: 5 | M: 10 | , 0.74, 0.74, 0.09, 0.74, 0.93, 1.00, 3.60, 0.02
statlog-vehicle, BROOF, 2, n_trees: 15 | M: 15 | , 0.76, 0.77, 0.08, 0.76, 0.94, 1.00, 8.70, 0.24
statlog-vehicle, XGBoost, 2, n_trees: 15 | M: 15 | , 0.76, 0.77, 0.08, 0.76, 0.94, 1.00, 3.57, 0.00
statlog-vehicle, BROOF, 3, n_trees: 10 | M: 10 | , 0.78, 0.78, 0.07, 0.77, 0.95, 1.00, 9.28, 0.12
statlog-vehicle, XGBoost, 3, n_trees: 10 | M: 10 | , 0.81, 0.81, 0.06, 0.81, 0.95, 1.00, 3.54, 0.00
statlog-vehicle, BROOF, 4, n_trees: 15 | M: 15 | , 0.74, 0.74, 0.09, 0.73, 0.92, 1.00, 10.02, 0.24
statlog-vehicle, XGBoost, 4, n_trees: 15 | M: 15 | , 0.76, 0.76, 0.08, 0.77, 0.93, 1.00, 3.56, 0.00
statlog-vehicle, BROOF, 5, n_trees: 20 | M: 10 | , 0.76, 0.77, 0.08, 0.76, 0.92, 1.00, 10.37, 0.24
statlog-vehicle, XGBoost, 5, n_trees: 20 | M: 10 | , 0.75, 0.76, 0.08, 0.76, 0.92, 1.00, 3.51, 0.00
statlog-vehicle, BROOF, 6, n_trees: 15 | M: 5 | , 0.75, 0.76, 0.08, 0.75, 0.94, 1.00, 8.20, 0.12
statlog-vehicle, XGBoost, 6, n_trees: 15 | M: 5 | , 0.76, 0.77, 0.08, 0.77, 0.95, 1.00, 3.55, 0.00
statlog-vehicle, BROOF, 7, n_trees: 15 | M: 10 | , 0.73, 0.73, 0.09, 0.72, 0.93, 1.00, 6.81, 0.22
statlog-vehicle, XGBoost, 7, n_trees: 15 | M: 10 | , 0.81, 0.81, 0.06, 0.81, 0.94, 1.00, 3.53, 0.00
statlog-vehicle, BROOF, 8, n_trees: 10 | M: 15 | , 0.77, 0.77, 0.08, 0.76, 0.93, 1.00, 9.84, 0.12
statlog-vehicle, XGBoost, 8, n_trees: 10 | M: 15 | , 0.82, 0.82, 0.06, 0.81, 0.93, 1.00, 3.56, 0.00
statlog-vehicle, BROOF, 9, n_trees: 5 | M: 5 | , 0.73, 0.73, 0.09, 0.71, 0.92, 1.00, 7.90, 0.12
statlog-vehicle, XGBoost, 9, n_trees: 5 | M: 5 | , 0.77, 0.77, 0.08, 0.76, 0.93, 1.00, 3.70, 0.02
statlog-vehicle, BROOF, 10, n_trees: 20 | M: 2 | , 0.75, 0.75, 0.08, 0.74, 0.94, 1.00, 9.79, 0.00
statlog-vehicle, XGBoost, 10, n_trees: 20 | M: 2 | , 0.80, 0.80, 0.07, 0.80, 0.94, 1.00, 3.49, 0.00
steel-plates, BROOF, 1, n_trees: 5 | M: 2 | , 0.44, 0.44, 0.11, 0.57, 0.77, 1.00, 14.01, 0.00
steel-plates, XGBoost, 1, n_trees: 5 | M: 2 | , 0.48, 0.47, 0.10, 0.67, 0.80, 1.00, 13.67, 0.00
steel-plates, BROOF, 2, n_trees: 15 | M: 2 | , 0.74, 0.72, 0.05, 0.82, 0.94, 1.00, 16.49, 0.00
steel-plates, XGBoost, 2, n_trees: 15 | M: 2 | , 0.68, 0.65, 0.06, 0.77, 0.94, 1.00, 14.15, 0.00
steel-plates, BROOF, 3, n_trees: 5 | M: 15 | , 0.55, 0.66, 0.09, 0.77, 0.90, 1.00, 16.22, 0.05
steel-plates, XGBoost, 3, n_trees: 5 | M: 15 | , 0.56, 0.68, 0.08, 0.72, 0.89, 1.00, 14.14, 0.00
steel-plates, BROOF, 4, n_trees: 5 | M: 2 | , 0.66, 0.76, 0.06, 0.72, 0.90, 1.00, 10.90, 0.04
steel-plates, XGBoost, 4, n_trees: 5 | M: 2 | , 0.66, 0.65, 0.07, 0.73, 0.92, 1.00, 14.42, 0.01
steel-plates, BROOF, 5, n_trees: 5 | M: 5 | , 0.59, 0.59, 0.08, 0.63, 0.88, 1.00, 14.49, 0.00
steel-plates, XGBoost, 5, n_trees: 5 | M: 5 | , 0.63, 0.68, 0.07, 0.68, 0.89, 1.00, 13.81, 0.05
steel-plates, BROOF, 6, n_trees: 10 | M: 2 | , 0.54, 0.66, 0.09, 0.66, 0.88, 1.00, 15.33, 0.00
steel-plates, XGBoost, 6, n_trees: 10 | M: 2 | , 0.61, 0.72, 0.08, 0.70, 0.89, 1.00, 13.88, 0.00
steel-plates, BROOF, 7, n_trees: 5 | M: 2 | , 0.73, 0.79, 0.05, 0.80, 0.92, 1.00, 17.36, 0.00
steel-plates, XGBoost, 7, n_trees: 5 | M: 2 | , 0.78, 0.81, 0.04, 0.83, 0.95, 1.00, 13.99, 0.05
steel-plates, BROOF, 8, n_trees: 10 | M: 2 | , 0.73, 0.80, 0.05, 0.78, 0.94, 1.00, 14.60, 0.00
steel-plates, XGBoost, 8, n_trees: 10 | M: 2 | , 0.74, 0.82, 0.05, 0.78, 0.96, 1.00, 14.14, 0.05
steel-plates, BROOF, 9, n_trees: 15 | M: 2 | , 0.67, 0.70, 0.07, 0.78, 0.94, 1.00, 16.51, 0.00
steel-plates, XGBoost, 9, n_trees: 15 | M: 2 | , 0.65, 0.67, 0.07, 0.71, 0.94, 1.00, 14.37, 0.00
steel-plates, BROOF, 10, n_trees: 20 | M: 15 | , 0.62, 0.58, 0.07, 0.63, 0.84, 1.00, 18.46, 0.17
steel-plates, XGBoost, 10, n_trees: 20 | M: 15 | , 0.61, 0.57, 0.08, 0.65, 0.85, 1.00, 13.57, 0.04
synthetic-control, BROOF, 1, n_trees: 15 | M: 15 | , 0.97, 0.97, 0.01, 0.97, 1.00, 1.00, 9.71, 0.36
synthetic-control, XGBoost, 1, n_trees: 15 | M: 15 | , 0.95, 0.95, 0.01, 0.95, 0.99, 1.00, 4.04, 0.00
synthetic-control, BROOF, 2, n_trees: 15 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 8.80, 0.17
synthetic-control, XGBoost, 2, n_trees: 15 | M: 10 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 4.04, 0.00
synthetic-control, BROOF, 3, n_trees: 5 | M: 2 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 6.47, 0.00
synthetic-control, XGBoost, 3, n_trees: 5 | M: 2 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 4.04, 0.03
synthetic-control, BROOF, 4, n_trees: 15 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 9.62, 0.17
synthetic-control, XGBoost, 4, n_trees: 15 | M: 15 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 4.04, 0.00
synthetic-control, BROOF, 5, n_trees: 10 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 7.42, 0.00
synthetic-control, XGBoost, 5, n_trees: 10 | M: 5 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 4.00, 0.13
synthetic-control, BROOF, 6, n_trees: 5 | M: 2 | , 0.95, 0.95, 0.01, 0.95, 1.00, 1.00, 7.84, 0.13
synthetic-control, XGBoost, 6, n_trees: 5 | M: 2 | , 0.95, 0.95, 0.01, 0.95, 1.00, 1.00, 3.98, 0.00
synthetic-control, BROOF, 7, n_trees: 5 | M: 15 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 9.61, 0.04
synthetic-control, XGBoost, 7, n_trees: 5 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 4.00, 0.13
synthetic-control, BROOF, 8, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 7.70, 0.34
synthetic-control, XGBoost, 8, n_trees: 20 | M: 10 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 3.98, 0.00
synthetic-control, BROOF, 9, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.39, 0.04
synthetic-control, XGBoost, 9, n_trees: 5 | M: 5 | , 0.98, 0.98, 0.00, 0.98, 1.00, 1.00, 3.98, 0.13
synthetic-control, BROOF, 10, n_trees: 10 | M: 15 | , 0.95, 0.95, 0.01, 0.96, 1.00, 1.00, 8.21, 0.17
synthetic-control, XGBoost, 10, n_trees: 10 | M: 15 | , 0.97, 0.97, 0.01, 0.97, 1.00, 1.00, 3.99, 0.00
tae, BROOF, 1, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.26, 0.13
tae, XGBoost, 1, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.60, 0.00
tae, BROOF, 2, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.68, 0.00
tae, XGBoost, 2, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.60, 0.00
tae, BROOF, 3, n_trees: 10 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.04, 0.69
tae, XGBoost, 3, n_trees: 10 | M: 15 | , 0.93, 0.80, 0.00, 1.00, 0.90, 0.87, 0.59, 0.00
tae, BROOF, 4, n_trees: 10 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 4.50, 0.69
tae, XGBoost, 4, n_trees: 10 | M: 10 | , 0.93, 0.80, 0.00, 1.00, 0.90, 0.87, 0.60, 0.00
tae, BROOF, 5, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 7.17, 1.40
tae, XGBoost, 5, n_trees: 20 | M: 10 | , 0.93, 0.80, 0.00, 1.00, 0.90, 0.87, 0.59, 0.00
tae, BROOF, 6, n_trees: 5 | M: 5 | , 0.40, 0.40, 0.60, 0.25, 0.40, 0.30, 5.35, 0.00
tae, XGBoost, 6, n_trees: 5 | M: 5 | , 0.60, 0.60, 0.40, 0.43, 0.60, 0.39, 0.59, 0.00
tae, BROOF, 7, n_trees: 15 | M: 2 | , 0.73, 0.60, 0.20, 0.60, 0.70, 0.49, 5.12, 0.15
tae, XGBoost, 7, n_trees: 15 | M: 2 | , 0.67, 0.60, 0.30, 0.50, 0.65, 0.43, 0.59, 0.00
tae, BROOF, 8, n_trees: 20 | M: 15 | , 0.73, 0.40, 0.10, 0.67, 0.65, 0.47, 6.05, 1.37
tae, XGBoost, 8, n_trees: 20 | M: 15 | , 0.80, 0.40, 0.00, 1.00, 0.70, 0.60, 0.61, 0.00
tae, BROOF, 9, n_trees: 15 | M: 5 | , 0.53, 0.40, 0.40, 0.33, 0.50, 0.33, 5.33, 0.54
tae, XGBoost, 9, n_trees: 15 | M: 5 | , 0.47, 0.20, 0.40, 0.20, 0.40, 0.31, 0.57, 1.04
tae, BROOF, 10, n_trees: 15 | M: 2 | , 0.60, 0.40, 0.30, 0.40, 0.55, 0.36, 6.22, 0.00
tae, XGBoost, 10, n_trees: 15 | M: 2 | , 0.60, 0.40, 0.30, 0.40, 0.55, 0.36, 0.59, 0.00
teaching, BROOF, 1, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.88, 1.27
teaching, XGBoost, 1, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.44, 0.00
teaching, BROOF, 2, n_trees: 10 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.42, 0.68
teaching, XGBoost, 2, n_trees: 10 | M: 10 | , 0.93, 0.94, 0.03, 0.93, 1.00, 1.00, 1.42, 0.00
teaching, BROOF, 3, n_trees: 20 | M: 15 | , 0.93, 0.93, 0.03, 0.94, 0.99, 1.00, 6.63, 1.36
teaching, XGBoost, 3, n_trees: 20 | M: 15 | , 0.93, 0.93, 0.03, 0.94, 0.99, 1.00, 1.43, 0.00
teaching, BROOF, 4, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.63, 0.82
teaching, XGBoost, 4, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.44, 0.53
teaching, BROOF, 5, n_trees: 5 | M: 5 | , 0.73, 0.73, 0.13, 0.79, 0.88, 1.00, 5.97, 0.00
teaching, XGBoost, 5, n_trees: 5 | M: 5 | , 0.87, 0.87, 0.07, 0.89, 0.93, 1.00, 1.45, 0.00
teaching, BROOF, 6, n_trees: 20 | M: 10 | , 0.47, 0.47, 0.27, 0.59, 0.62, 1.00, 5.23, 1.37
teaching, XGBoost, 6, n_trees: 20 | M: 10 | , 0.60, 0.60, 0.20, 0.67, 0.73, 1.00, 1.47, 0.00
teaching, BROOF, 7, n_trees: 20 | M: 15 | , 0.47, 0.47, 0.27, 0.47, 0.59, 1.00, 6.86, 1.36
teaching, XGBoost, 7, n_trees: 20 | M: 15 | , 0.53, 0.53, 0.23, 0.51, 0.55, 1.00, 1.46, 0.13
teaching, BROOF, 8, n_trees: 20 | M: 15 | , 0.47, 0.47, 0.27, 0.35, 0.67, 1.00, 6.69, 1.38
teaching, XGBoost, 8, n_trees: 20 | M: 15 | , 0.53, 0.53, 0.23, 0.52, 0.63, 1.00, 1.41, 0.00
teaching, BROOF, 9, n_trees: 15 | M: 5 | , 0.40, 0.40, 0.30, 0.43, 0.53, 1.00, 6.22, 0.14
teaching, XGBoost, 9, n_trees: 15 | M: 5 | , 0.40, 0.40, 0.30, 0.40, 0.53, 1.00, 1.42, 0.00
teaching, BROOF, 10, n_trees: 10 | M: 5 | , 0.53, 0.53, 0.23, 0.52, 0.65, 1.00, 6.21, 0.54
teaching, XGBoost, 10, n_trees: 10 | M: 5 | , 0.40, 0.40, 0.30, 0.39, 0.54, 1.00, 1.40, 0.00
teachingAssistant, BROOF, 1, n_trees: 20 | M: 10 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.96, 0.64
teachingAssistant, XGBoost, 1, n_trees: 20 | M: 10 | , 0.88, 0.87, 0.06, 0.90, 0.97, 1.00, 1.43, 0.00
teachingAssistant, BROOF, 2, n_trees: 10 | M: 15 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.96, 0.68
teachingAssistant, XGBoost, 2, n_trees: 10 | M: 15 | , 0.93, 0.94, 0.03, 0.93, 1.00, 1.00, 1.43, 0.00
teachingAssistant, BROOF, 3, n_trees: 20 | M: 10 | , 0.93, 0.93, 0.03, 0.94, 0.99, 1.00, 5.42, 0.68
teachingAssistant, XGBoost, 3, n_trees: 20 | M: 10 | , 0.93, 0.93, 0.03, 0.94, 0.99, 1.00, 1.45, 0.00
teachingAssistant, BROOF, 4, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 4.94, 0.14
teachingAssistant, XGBoost, 4, n_trees: 20 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.45, 0.00
teachingAssistant, BROOF, 5, n_trees: 20 | M: 5 | , 0.80, 0.80, 0.10, 0.79, 0.90, 1.00, 6.53, 0.14
teachingAssistant, XGBoost, 5, n_trees: 20 | M: 5 | , 0.80, 0.80, 0.10, 0.79, 0.94, 1.00, 1.44, 0.00
teachingAssistant, BROOF, 6, n_trees: 5 | M: 10 | , 0.47, 0.47, 0.27, 0.59, 0.58, 1.00, 6.26, 0.00
teachingAssistant, XGBoost, 6, n_trees: 5 | M: 10 | , 0.53, 0.53, 0.23, 0.61, 0.75, 1.00, 1.42, 0.13
teachingAssistant, BROOF, 7, n_trees: 20 | M: 15 | , 0.47, 0.47, 0.27, 0.47, 0.58, 1.00, 5.39, 1.36
teachingAssistant, XGBoost, 7, n_trees: 20 | M: 15 | , 0.53, 0.53, 0.23, 0.51, 0.55, 1.00, 1.42, 0.00
teachingAssistant, BROOF, 8, n_trees: 5 | M: 10 | , 0.47, 0.47, 0.27, 0.37, 0.69, 1.00, 6.24, 0.68
teachingAssistant, XGBoost, 8, n_trees: 5 | M: 10 | , 0.53, 0.53, 0.23, 0.52, 0.63, 1.00, 1.42, 0.54
teachingAssistant, BROOF, 9, n_trees: 15 | M: 5 | , 0.40, 0.40, 0.30, 0.43, 0.52, 1.00, 5.27, 0.68
teachingAssistant, XGBoost, 9, n_trees: 15 | M: 5 | , 0.27, 0.27, 0.37, 0.22, 0.47, 1.00, 1.42, 0.00
teachingAssistant, BROOF, 10, n_trees: 5 | M: 15 | , 0.40, 0.40, 0.30, 0.30, 0.54, 1.00, 6.57, 0.54
teachingAssistant, XGBoost, 10, n_trees: 5 | M: 15 | , 0.40, 0.40, 0.30, 0.39, 0.54, 1.00, 1.41, 0.00
tic-tac-toe, BROOF, 1, n_trees: 15 | M: 10 | , 0.82, 0.78, 0.09, 0.94, 0.84, 0.88, 7.51, 0.11
tic-tac-toe, XGBoost, 1, n_trees: 15 | M: 10 | , 0.78, 0.67, 0.00, 1.00, 0.83, 0.89, 0.83, 0.02
tic-tac-toe, BROOF, 2, n_trees: 5 | M: 5 | , 0.94, 0.92, 0.03, 0.98, 0.95, 0.96, 6.59, 0.00
tic-tac-toe, XGBoost, 2, n_trees: 5 | M: 5 | , 0.98, 0.98, 0.03, 0.98, 0.98, 0.98, 0.82, 0.00
tic-tac-toe, BROOF, 3, n_trees: 5 | M: 2 | , 0.89, 0.97, 0.27, 0.87, 0.85, 0.86, 5.86, 0.00
tic-tac-toe, XGBoost, 3, n_trees: 5 | M: 2 | , 0.97, 0.95, 0.00, 1.00, 0.98, 0.98, 0.82, 0.00
tic-tac-toe, BROOF, 4, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 7.96, 0.02
tic-tac-toe, XGBoost, 4, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.81, 0.08
tic-tac-toe, BROOF, 5, n_trees: 5 | M: 2 | , 0.91, 0.94, 0.15, 0.92, 0.89, 0.91, 5.65, 0.00
tic-tac-toe, XGBoost, 5, n_trees: 5 | M: 2 | , 0.99, 1.00, 0.03, 0.98, 0.98, 0.98, 0.81, 0.00
tic-tac-toe, BROOF, 6, n_trees: 5 | M: 5 | , 0.94, 0.90, 0.00, 1.00, 0.95, 0.97, 6.34, 0.00
tic-tac-toe, XGBoost, 6, n_trees: 5 | M: 5 | , 0.94, 0.90, 0.00, 1.00, 0.95, 0.97, 0.82, 0.00
tic-tac-toe, BROOF, 7, n_trees: 5 | M: 5 | , 0.83, 1.00, 0.47, 0.79, 0.76, 0.79, 8.06, 0.02
tic-tac-toe, XGBoost, 7, n_trees: 5 | M: 5 | , 0.97, 1.00, 0.09, 0.95, 0.96, 0.95, 0.81, 0.02
tic-tac-toe, BROOF, 8, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 7.01, 0.00
tic-tac-toe, XGBoost, 8, n_trees: 5 | M: 5 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.80, 0.00
tic-tac-toe, BROOF, 9, n_trees: 5 | M: 2 | , 0.99, 1.00, 0.03, 0.98, 0.98, 0.98, 7.99, 0.00
tic-tac-toe, XGBoost, 9, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.82, 0.00
tic-tac-toe, BROOF, 10, n_trees: 10 | M: 2 | , 0.91, 1.00, 0.27, 0.87, 0.86, 0.87, 7.27, 0.00
tic-tac-toe, XGBoost, 10, n_trees: 10 | M: 2 | , 0.87, 1.00, 0.36, 0.84, 0.82, 0.84, 0.79, 0.00
titanic, BROOF, 1, n_trees: 20 | M: 10 | , 0.45, 1.00, 0.82, 0.37, 0.59, 0.37, 9.27, 0.06
titanic, XGBoost, 1, n_trees: 20 | M: 10 | , 0.45, 1.00, 0.82, 0.37, 0.59, 0.37, 0.74, 0.00
titanic, BROOF, 2, n_trees: 5 | M: 5 | , 0.94, 1.00, 0.09, 0.85, 0.96, 0.85, 6.81, 0.05
titanic, XGBoost, 2, n_trees: 5 | M: 5 | , 0.94, 1.00, 0.09, 0.85, 0.96, 0.85, 0.77, 0.00
titanic, BROOF, 3, n_trees: 10 | M: 10 | , 0.95, 0.85, 0.00, 1.00, 0.92, 0.90, 8.78, 0.05
titanic, XGBoost, 3, n_trees: 10 | M: 10 | , 0.95, 0.85, 0.00, 1.00, 0.92, 0.90, 0.77, 0.04
titanic, BROOF, 4, n_trees: 15 | M: 5 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 9.45, 0.05
titanic, XGBoost, 4, n_trees: 15 | M: 5 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 0.78, 0.00
titanic, BROOF, 5, n_trees: 20 | M: 10 | , 0.48, 0.35, 0.46, 0.27, 0.44, 0.30, 9.46, 0.09
titanic, XGBoost, 5, n_trees: 20 | M: 10 | , 0.42, 0.17, 0.46, 0.15, 0.35, 0.29, 0.77, 0.00
titanic, BROOF, 6, n_trees: 10 | M: 15 | , 0.44, 0.00, 0.35, 0.00, 0.33, 0.32, 8.65, 0.05
titanic, XGBoost, 6, n_trees: 10 | M: 15 | , 0.44, 0.00, 0.35, 0.00, 0.33, 0.32, 0.71, 0.00
titanic, BROOF, 7, n_trees: 20 | M: 15 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 9.58, 0.09
titanic, XGBoost, 7, n_trees: 20 | M: 15 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 0.77, 0.00
titanic, BROOF, 8, n_trees: 20 | M: 10 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 8.28, 0.09
titanic, XGBoost, 8, n_trees: 20 | M: 10 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 0.79, 0.00
titanic, BROOF, 9, n_trees: 15 | M: 15 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 7.80, 0.08
titanic, XGBoost, 9, n_trees: 15 | M: 15 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 0.77, 0.04
titanic, BROOF, 10, n_trees: 20 | M: 15 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 10.14, 0.09
titanic, XGBoost, 10, n_trees: 20 | M: 15 | , 0.68, 0.00, 0.00, 1.00, 0.50, 0.32, 0.74, 0.00
transplant, BROOF, 1, n_trees: 10 | M: 5 | , 0.79, 1.00, 0.60, 0.75, 0.70, 0.75, 4.75, 0.16
transplant, XGBoost, 1, n_trees: 10 | M: 5 | , 0.79, 1.00, 0.60, 0.75, 0.70, 0.75, 0.38, 0.00
transplant, BROOF, 2, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 3.89, 0.16
transplant, XGBoost, 2, n_trees: 10 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.38, 0.00
transplant, BROOF, 3, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 6.29, 0.00
transplant, XGBoost, 3, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.37, 0.00
transplant, BROOF, 4, n_trees: 15 | M: 2 | , 0.92, 1.00, 0.20, 0.89, 0.90, 0.89, 6.07, 0.00
transplant, XGBoost, 4, n_trees: 15 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.38, 0.00
transplant, BROOF, 5, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.67, 0.00
transplant, XGBoost, 5, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.38, 0.00
transplant, BROOF, 6, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 5.07, 0.00
transplant, XGBoost, 6, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.40, 0.00
transplant, BROOF, 7, n_trees: 5 | M: 2 | , 0.77, 0.88, 0.40, 0.78, 0.74, 0.76, 4.55, 0.00
transplant, XGBoost, 7, n_trees: 5 | M: 2 | , 0.92, 0.88, 0.00, 1.00, 0.94, 0.95, 0.37, 0.00
transplant, BROOF, 8, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 4.49, 0.62
transplant, XGBoost, 8, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.38, 0.00
transplant, BROOF, 9, n_trees: 5 | M: 2 | , 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 4.71, 0.00
transplant, XGBoost, 9, n_trees: 5 | M: 2 | , 0.92, 0.88, 0.00, 1.00, 0.94, 0.95, 0.38, 0.00
transplant, BROOF, 10, n_trees: 10 | M: 10 | , 0.85, 0.75, 0.00, 1.00, 0.88, 0.90, 5.41, 0.16
transplant, XGBoost, 10, n_trees: 10 | M: 10 | , 0.85, 0.75, 0.00, 1.00, 0.88, 0.90, 0.37, 0.00
triazines, BROOF, 1, n_trees: 10 | M: 5 | , 0.74, 0.75, 0.27, 0.67, 0.74, 0.61, 5.09, 0.54
triazines, XGBoost, 1, n_trees: 10 | M: 5 | , 0.74, 0.75, 0.27, 0.67, 0.74, 0.61, 0.93, 0.00
triazines, BROOF, 2, n_trees: 10 | M: 15 | , 0.89, 0.75, 0.00, 1.00, 0.88, 0.86, 5.73, 0.54
triazines, XGBoost, 2, n_trees: 10 | M: 15 | , 0.89, 0.75, 0.00, 1.00, 0.88, 0.86, 0.96, 0.00
triazines, BROOF, 3, n_trees: 5 | M: 15 | , 0.68, 0.62, 0.27, 0.62, 0.68, 0.55, 6.28, 0.43
triazines, XGBoost, 3, n_trees: 5 | M: 15 | , 0.79, 0.88, 0.27, 0.70, 0.80, 0.67, 0.95, 0.00
triazines, BROOF, 4, n_trees: 20 | M: 2 | , 0.89, 0.88, 0.09, 0.88, 0.89, 0.82, 5.65, 0.43
triazines, XGBoost, 4, n_trees: 20 | M: 2 | , 0.89, 0.75, 0.00, 1.00, 0.88, 0.86, 0.94, 0.00
triazines, BROOF, 5, n_trees: 15 | M: 15 | , 0.95, 1.00, 0.09, 0.89, 0.95, 0.89, 5.91, 1.08
triazines, XGBoost, 5, n_trees: 15 | M: 15 | , 0.95, 1.00, 0.09, 0.89, 0.95, 0.89, 0.94, 0.00
